case_id,repeat_index,task_profile_id,cmd_idx,mission_id,task_name,task_group,scenario_id,scenario_name,environment_class,obstacle_density,wind_level,link_quality,sensor_quality,disturbance_profile,architecture_id,architecture_name,mapping_profile,adaptation_mode,expected_focus,trigger_policy,duration_sec,preheat_sec,evaluation_window_sec,requires_manual_annotation,notes
CASE_066,1,T05_RETURN_HOME,17,17,Return Home,recovery,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_067,1,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_068,1,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_069,1,T05_RETURN_HOME,17,17,Return Home,recovery,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_070,1,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_071,1,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_072,1,T05_RETURN_HOME,17,17,Return Home,recovery,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_073,1,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_074,1,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_075,1,T05_RETURN_HOME,17,17,Return Home,recovery,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,mission_reliability_or_gcs_fail,180,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_076,1,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_077,1,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_078,1,T06_AUTO_LAND,15,15,Auto Land,landing,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_079,1,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_080,1,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_081,1,T06_AUTO_LAND,15,15,Auto Land,landing,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_082,1,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_083,1,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_084,1,T06_AUTO_LAND,15,15,Auto Land,landing,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_085,1,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_086,1,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_087,1,T06_AUTO_LAND,15,15,Auto Land,landing,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_088,1,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_089,1,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_090,1,T06_AUTO_LAND,15,15,Auto Land,landing,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,descent_rate_or_tracking_rmse,150,20,5,yes,repeat=1;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_091,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_092,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_093,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_094,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_095,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_096,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_097,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_098,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_099,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_100,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_101,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_102,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_103,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_104,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_105,2,T01_AUTO_TAKEOFF,14,4,Auto Takeoff,takeoff,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_attitude_peak,150,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_106,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_107,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_108,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_109,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_110,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_111,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_112,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_113,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_114,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_115,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_116,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
CASE_117,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_COMM_REDUCED
CASE_118,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_BASELINE_BALANCED
CASE_119,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_PLANNING_PRIORITY
CASE_120,2,T02_HOVER_HOLD,16,16,Hover Hold,nominal_mission,S05_COMPOSITE_STRESS,Composite Stress,urban_canyon,high,high,degraded,degraded,planner_stress+downlink_loss+sensor_drop,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,control_jitter_or_tracking_rmse,180,20,5,yes,repeat=2;scenario=S05_COMPOSITE_STRESS;architecture=ARCH_COMM_REDUCED
CASE_121,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_BASELINE_BALANCED
CASE_122,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_PLANNING_PRIORITY
CASE_123,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S01_OPEN_NOMINAL,Open Nominal,open_field,low,low,nominal,nominal,nominal,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S01_OPEN_NOMINAL;architecture=ARCH_COMM_REDUCED
CASE_124,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_BASELINE_BALANCED
CASE_125,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_PLANNING_PRIORITY
CASE_126,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S02_OPEN_WIND_GUST,Open Wind Gust,open_field,low,high,nominal,nominal,wind_gust,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S02_OPEN_WIND_GUST;architecture=ARCH_COMM_REDUCED
CASE_127,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_BASELINE_BALANCED
CASE_128,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_PLANNING_PRIORITY
CASE_129,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S03_DENSE_OBSTACLE,Dense Obstacle,corridor_obstacle_zone,high,medium,nominal,nominal,planner_stress,ARCH_COMM_REDUCED,Communication Reduced,comm_guard_map_v2,recommend_then_confirm,link_resilience,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S03_DENSE_OBSTACLE;architecture=ARCH_COMM_REDUCED
CASE_130,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_BASELINE_BALANCED,Baseline Balanced,baseline_map_v1,observe_only,reference,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_BASELINE_BALANCED
CASE_131,2,T03_CRUISE_FORWARD,5,5,Cruise Forward,nominal_mission,S04_LINK_DEGRADED,Link Degraded,semi_urban,medium,medium,degraded,nominal,downlink_loss,ARCH_PLANNING_PRIORITY,Planning Priority,planner_priority_map_v2,recommend_then_confirm,planning_latency,tracking_rmse_or_downlink_loss,240,20,5,yes,repeat=2;scenario=S04_LINK_DEGRADED;architecture=ARCH_PLANNING_PRIORITY
